"","indicator","group","state","subgroup","phase","time_period","time_period_label","time_period_start_date","time_period_end_date","value","lowci","highci","confidence_interval","quartile_range"
"644","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","19.5","17","22.2","17.0 - 22.2",NA
"645","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","32.2","28.3","36.3","28.3 - 36.3",NA
"646","Symptoms of Depressive Disorder","By Education","United States","Less than a high school diploma","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","38.7","34","43.5","34.0 - 43.5",NA
"647","Symptoms of Depressive Disorder","By Education","United States","High school diploma or GED","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","26.6","25.1","28.1","25.1 - 28.1",NA
"648","Symptoms of Depressive Disorder","By Education","United States","Some college/Associate's degree","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27.6","26.4","28.8","26.4 - 28.8",NA
"649","Symptoms of Depressive Disorder","By Education","United States","Bachelor's degree or higher","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","17.3","16.5","18.2","16.5 - 18.2",NA
"650","Symptoms of Depressive Disorder","By State","Alabama","Alabama","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","20.9","16.4","26.1","16.4 - 26.1","17.2-20.9"
"651","Symptoms of Depressive Disorder","By State","Alaska","Alaska","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","26.8","22.6","31.3","22.6 - 31.3","25.9-31.1"
"652","Symptoms of Depressive Disorder","By State","Arizona","Arizona","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","25.1","21.2","29.3","21.2 - 29.3","23.0-25.8"
"653","Symptoms of Depressive Disorder","By State","Arkansas","Arkansas","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","23.8","19.6","28.4","19.6 - 28.4","23.0-25.8"
"654","Symptoms of Depressive Disorder","By State","California","California","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","26.9","23.5","30.5","23.5 - 30.5","25.9-31.1"
"655","Symptoms of Depressive Disorder","By State","Colorado","Colorado","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","25.5","21.8","29.5","21.8 - 29.5","23.0-25.8"
"656","Symptoms of Depressive Disorder","By State","Connecticut","Connecticut","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","21","16.7","25.9","16.7 - 25.9","21.0-22.9"
"657","Symptoms of Depressive Disorder","By State","Delaware","Delaware","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.7","18.3","27.6","18.3 - 27.6","21.0-22.9"
"658","Symptoms of Depressive Disorder","By State","District of Columbia","District of Columbia","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","20.9","15.6","27","15.6 - 27.0","17.2-20.9"
"659","Symptoms of Depressive Disorder","By State","Florida","Florida","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.6","25.8","31.6","25.8 - 31.6","25.9-31.1"
"660","Symptoms of Depressive Disorder","By State","Georgia","Georgia","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27.7","24.2","31.4","24.2 - 31.4","25.9-31.1"
"661","Symptoms of Depressive Disorder","By State","Hawaii","Hawaii","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","18.5","14","23.7","14.0 - 23.7","17.2-20.9"
"662","Symptoms of Depressive Disorder","By State","Idaho","Idaho","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","18.9","14.6","23.8","14.6 - 23.8","17.2-20.9"
"663","Symptoms of Depressive Disorder","By State","Illinois","Illinois","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.2","20.5","28.3","20.5 - 28.3","23.0-25.8"
"664","Symptoms of Depressive Disorder","By State","Indiana","Indiana","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.8","21.5","28.4","21.5 - 28.4","23.0-25.8"
"665","Symptoms of Depressive Disorder","By State","Iowa","Iowa","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","17.6","13.7","22.1","13.7 - 22.1","17.2-20.9"
"666","Symptoms of Depressive Disorder","By State","Kansas","Kansas","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","25.2","20.9","29.8","20.9 - 29.8","23.0-25.8"
"667","Symptoms of Depressive Disorder","By State","Kentucky","Kentucky","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","23.2","19.1","27.8","19.1 - 27.8","23.0-25.8"
"668","Symptoms of Depressive Disorder","By State","Louisiana","Louisiana","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","31.1","25.5","37.2","25.5 - 37.2","25.9-31.1"
"669","Symptoms of Depressive Disorder","By State","Maine","Maine","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","18.5","14.9","22.6","14.9 - 22.6","17.2-20.9"
"670","Symptoms of Depressive Disorder","By State","Maryland","Maryland","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.9","19.7","26.5","19.7 - 26.5","21.0-22.9"
"671","Symptoms of Depressive Disorder","By State","Massachusetts","Massachusetts","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","20.3","16.9","24","16.9 - 24.0","17.2-20.9"
"672","Symptoms of Depressive Disorder","By State","Michigan","Michigan","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","25.1","21.4","29.1","21.4 - 29.1","23.0-25.8"
"673","Symptoms of Depressive Disorder","By State","Minnesota","Minnesota","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","17.7","14.1","21.8","14.1 - 21.8","17.2-20.9"
"674","Symptoms of Depressive Disorder","By State","Mississippi","Mississippi","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27.7","24","31.6","24.0 - 31.6","25.9-31.1"
"675","Symptoms of Depressive Disorder","By State","Missouri","Missouri","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.3","19.6","29.5","19.6 - 29.5","23.0-25.8"
"676","Symptoms of Depressive Disorder","By State","Montana","Montana","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.2","18.4","26.5","18.4 - 26.5","21.0-22.9"
"677","Symptoms of Depressive Disorder","By State","Nebraska","Nebraska","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","17.2","13.9","20.8","13.9 - 20.8","17.2-20.9"
"678","Symptoms of Depressive Disorder","By State","Nevada","Nevada","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27.1","24.2","30.2","24.2 - 30.2","25.9-31.1"
"679","Symptoms of Depressive Disorder","By State","New Hampshire","New Hampshire","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.2","18.4","26.3","18.4 - 26.3","21.0-22.9"
"680","Symptoms of Depressive Disorder","By State","New Jersey","New Jersey","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.9","19.4","26.6","19.4 - 26.6","21.0-22.9"
"681","Symptoms of Depressive Disorder","By State","New Mexico","New Mexico","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.7","24.2","33.5","24.2 - 33.5","25.9-31.1"
"682","Symptoms of Depressive Disorder","By State","New York","New York","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","23.7","20","27.8","20.0 - 27.8","23.0-25.8"
"683","Symptoms of Depressive Disorder","By State","North Carolina","North Carolina","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.1","18.5","26.1","18.5 - 26.1","21.0-22.9"
"684","Symptoms of Depressive Disorder","By State","North Dakota","North Dakota","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","19.8","14.8","25.7","14.8 - 25.7","17.2-20.9"
"685","Symptoms of Depressive Disorder","By State","Ohio","Ohio","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27.4","23.5","31.6","23.5 - 31.6","25.9-31.1"
"686","Symptoms of Depressive Disorder","By State","Oklahoma","Oklahoma","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27.5","24.3","30.9","24.3 - 30.9","25.9-31.1"
"687","Symptoms of Depressive Disorder","By State","Oregon","Oregon","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.2","21","27.6","21.0 - 27.6","23.0-25.8"
"688","Symptoms of Depressive Disorder","By State","Pennsylvania","Pennsylvania","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","25.9","22.4","29.6","22.4 - 29.6","25.9-31.1"
"689","Symptoms of Depressive Disorder","By State","Rhode Island","Rhode Island","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","21.4","17.1","26.4","17.1 - 26.4","21.0-22.9"
"690","Symptoms of Depressive Disorder","By State","South Carolina","South Carolina","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","21.7","17.3","26.6","17.3 - 26.6","21.0-22.9"
"691","Symptoms of Depressive Disorder","By State","South Dakota","South Dakota","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","25.8","21","31.1","21.0 - 31.1","23.0-25.8"
"692","Symptoms of Depressive Disorder","By State","Tennessee","Tennessee","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.5","19.1","26.1","19.1 - 26.1","21.0-22.9"
"693","Symptoms of Depressive Disorder","By State","Texas","Texas","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.8","25.1","32.8","25.1 - 32.8","25.9-31.1"
"694","Symptoms of Depressive Disorder","By State","Utah","Utah","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.9","20.6","29.5","20.6 - 29.5","23.0-25.8"
"695","Symptoms of Depressive Disorder","By State","Vermont","Vermont","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","19.4","14.8","24.7","14.8 - 24.7","17.2-20.9"
"696","Symptoms of Depressive Disorder","By State","Virginia","Virginia","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.3","19.4","25.5","19.4 - 25.5","21.0-22.9"
"697","Symptoms of Depressive Disorder","By State","Washington","Washington","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.2","19.2","25.5","19.2 - 25.5","21.0-22.9"
"698","Symptoms of Depressive Disorder","By State","West Virginia","West Virginia","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22","17.4","27.2","17.4 - 27.2","21.0-22.9"
"699","Symptoms of Depressive Disorder","By State","Wisconsin","Wisconsin","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","20.8","16.5","25.6","16.5 - 25.6","17.2-20.9"
"700","Symptoms of Depressive Disorder","By State","Wyoming","Wyoming","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","18.8","14.5","23.7","14.5 - 23.7","17.2-20.9"
"701","Symptoms of Anxiety Disorder","National Estimate","United States","United States","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","29.4","28.8","30.1","28.8 - 30.1",NA
"702","Symptoms of Anxiety Disorder","By Age","United States","18 - 29 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","39.1","36.8","41.3","36.8 - 41.3",NA
"703","Symptoms of Anxiety Disorder","By Age","United States","30 - 39 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","35.2","33.7","36.8","33.7 - 36.8",NA
"704","Symptoms of Anxiety Disorder","By Age","United States","40 - 49 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","31.4","29.8","33.1","29.8 - 33.1",NA
"705","Symptoms of Anxiety Disorder","By Age","United States","50 - 59 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","29.3","27.8","31","27.8 - 31.0",NA
"706","Symptoms of Anxiety Disorder","By Age","United States","60 - 69 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.2","20.7","23.8","20.7 - 23.8",NA
"707","Symptoms of Anxiety Disorder","By Age","United States","70 - 79 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","15","13.1","17","13.1 - 17.0",NA
"708","Symptoms of Anxiety Disorder","By Age","United States","80 years and above","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","17.1","10.9","25.1","10.9 - 25.1",NA
"709","Symptoms of Anxiety Disorder","By Sex","United States","Male","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","25.4","24.4","26.3","24.4 - 26.3",NA
"710","Symptoms of Anxiety Disorder","By Sex","United States","Female","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","33.2","32.3","34.2","32.3 - 34.2",NA
"711","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","36.3","33.5","39.2","33.5 - 39.2",NA
"712","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27.6","26.7","28.5","26.7 - 28.5",NA
"713","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","30.2","27.8","32.7","27.8 - 32.7",NA
"714","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.2","19.6","25","19.6 - 25.0",NA
"715","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","38.6","34.5","42.9","34.5 - 42.9",NA
"716","Symptoms of Anxiety Disorder","By Education","United States","Less than a high school diploma","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","40.6","36.8","44.5","36.8 - 44.5",NA
"717","Symptoms of Anxiety Disorder","By Education","United States","High school diploma or GED","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","29.5","27.9","31.1","27.9 - 31.1",NA
"718","Symptoms of Anxiety Disorder","By Education","United States","Some college/Associate's degree","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","32.4","31.3","33.6","31.3 - 33.6",NA
"719","Symptoms of Anxiety Disorder","By Education","United States","Bachelor's degree or higher","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","23.7","22.9","24.6","22.9 - 24.6",NA
"720","Symptoms of Anxiety Disorder","By State","Alabama","Alabama","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","25.2","20.7","30.1","20.7 - 30.1","24.8-28.6"
"721","Symptoms of Anxiety Disorder","By State","Alaska","Alaska","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","31.6","27","36.5","27.0 - 36.5","30.7-36.0"
"722","Symptoms of Anxiety Disorder","By State","Arizona","Arizona","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","29.3","25.6","33.3","25.6 - 33.3","28.7-30.6"
"723","Symptoms of Anxiety Disorder","By State","Arkansas","Arkansas","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.6","23.1","34.5","23.1 - 34.5","24.8-28.6"
"724","Symptoms of Anxiety Disorder","By State","California","California","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","30.4","27.4","33.6","27.4 - 33.6","28.7-30.6"
"725","Symptoms of Anxiety Disorder","By State","Colorado","Colorado","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.8","25.2","32.6","25.2 - 32.6","28.7-30.6"
"726","Symptoms of Anxiety Disorder","By State","Connecticut","Connecticut","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.7","20.9","28.8","20.9 - 28.8","19.6-24.7"
"727","Symptoms of Anxiety Disorder","By State","Delaware","Delaware","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.2","19.9","29","19.9 - 29.0","19.6-24.7"
"728","Symptoms of Anxiety Disorder","By State","District of Columbia","District of Columbia","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","29.9","25","35.1","25.0 - 35.1","28.7-30.6"
"729","Symptoms of Anxiety Disorder","By State","Florida","Florida","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","34.1","31.2","37.2","31.2 - 37.2","30.7-36.0"
"730","Symptoms of Anxiety Disorder","By State","Georgia","Georgia","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","32.6","28.6","36.8","28.6 - 36.8","30.7-36.0"
"731","Symptoms of Anxiety Disorder","By State","Hawaii","Hawaii","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","19.6","16.1","23.4","16.1 - 23.4","19.6-24.7"
"732","Symptoms of Anxiety Disorder","By State","Idaho","Idaho","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.1","17.3","27.5","17.3 - 27.5","19.6-24.7"
"733","Symptoms of Anxiety Disorder","By State","Illinois","Illinois","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","30.3","26.2","34.7","26.2 - 34.7","28.7-30.6"
